"treatment","outcome"
1,2.45572364538021
1,2.07725294126621
1,1.84366715114197
0,2.65058943394178
0,1.55766534418009
1,2.36506557086553
1,2.03347180597046
0,1.53464575414945
0,2.25931807613088
0,1.80773092049292
0,2.45444305876902
1,2.27183713847264
0,2.11704207384893
0,2.18921467448359
1,1.68595936892338
1,1.9588904103672
1,2.25433898170697
0,2.39060318990166
0,1.91694065721157
0,1.91264668848381
1,1.75183347163701
1,1.64804768027287
1,2.34557664067225
1,1.86035235899569
0,2.09995804415579
1,1.72055748390418
0,2.24662542179569
0,1.84913120817225
1,1.70124813886523
0,1.8798262719839
1,2.13468876159026
1,1.87024507124767
0,2.40548855412707
0,1.83221202926242
0,1.45181321724928
0,2.03373126090625
0,1.8111233833784
0,2.1717539982755
1,2.20979422545017
1,2.97661338564203
0,1.31332099817299
1,2.72839647012173
0,1.95037345760455
1,2.17843464447553
1,2.27612938225076
1,1.96296855476951
0,1.70607338837545
0,1.38616957919302
1,2.39585197068456
0,2.07412155893559
1,1.89819119953564
1,1.99069027310384
1,2.53221664703908
1,2.21019328834087
0,1.83324641550244
1,2.82768762395391
1,2.07295216968394
1,1.79815166419478
1,2.22432117364821
0,1.03714442020555
0,1.92382118986922
1,2.37861877709191
0,2.11167182831174
0,1.59172415231321
0,1.8265650106895
0,1.45588265519717
0,2.20080536083349
0,1.64109604241216
0,2.30803958480501
1,2.31258431328813
0,1.640311854872
0,1.3884832256986
0,2.12142824854683
0,1.45252171895003
1,1.95678824595859
0,2.66180293938937
0,1.89251090429247
1,1.94309825080522
1,2.39602095767273
0,1.94435683222199
0,2.11050396715418
1,2.76050978817641
1,2.19157314892532
1,2.13509715870053
1,2.32735095276096
1,2.04933489363755
0,1.62887219991958
0,1.60160014702971
1,2.2106754157881
0,1.28262855649931
1,2.46459801452905
0,1.37954645321011
0,1.62512794909642
0,2.13976650117798
1,2.10246271486662
0,2.28955696081686
1,2.82092094579792
1,2.14680111131774
0,1.73806043504606
0,1.95407736098695
1,2.41481003993786
0,1.44557119535976
0,2.33956853256722
0,1.70873456004276
1,2.08328827724765
1,2.44338762977792
0,2.59687087766638
1,2.4613816692932
1,2.39841763570488
0,1.77149355175251
0,1.57072315418097
0,2.14551642408872
1,2.17542969312098
1,2.74324251664834
0,2.17136361069056
1,2.38647668542085
1,2.28971354303857
1,1.76720837521121
0,2.11095843023845
0,1.52491566490537
1,2.84248082266438
1,1.4123783521425
0,2.07039952865849
0,1.86311768542103
1,2.06299554165794
1,2.3794409317541
1,1.87606111508157
1,2.47852234039839
1,2.48001206614826
1,2.05237461493946
1,2.71365644272641
0,2.1094627372303
0,1.67678448294253
0,2.57535007949295
0,2.09874842740709
0,1.92536470701077
1,2.04644505238328
1,2.42248419435926
1,1.98274530020601
1,2.61338346278736
0,1.98547280699221
1,1.985902757525
0,2.23032536768907
1,2.35483611313046
0,1.43978351298002
1,2.39893009251892
1,2.30343106955718
1,2.12427554468513
1,2.42681549191313
0,2.4945766111918
1,2.7344083049573
1,2.61016252348582
0,1.92333238478137
0,1.86631190517095
1,1.98680878601348
1,2.57110868370216
0,2.24195108639079
1,2.05622991760738
0,2.09801084923924
0,1.34845770642957
1,2.22976651068829
0,2.27551728967586
0,2.25990279206506
0,1.78864114397552
1,2.12852269730321
0,1.78925530368874
0,1.92407800460002
0,1.81210171073234
0,1.75394974062563
1,2.39767271771066
1,2.40663703002849
1,2.34864189344763
1,2.34233468483459
1,2.00421173398758
1,2.06689048593525
1,2.64848882233293
0,1.97806296008217
0,2.13816436006168
1,2.56864815563576
1,2.67188224828793
0,2.52018485426062
1,2.30242316068463
0,1.48084295407043
0,1.4759223952531
1,2.44156027782604
1,2.52084564909244
0,2.01338718336075
1,2.13633190945951
0,1.7111434250437
1,2.57049318274054
0,2.19685052374158
1,2.35973430935549
0,2.03934404735522
1,1.8768317226498
1,2.46181746579004
1,2.42171198162539
0,1.67127654507935
1,2.15249435955857
1,2.11229577136881
1,2.63840725611162
1,1.75747359960685
0,1.8766622601893
0,2.16143185072587
1,2.03167200217557
1,2.02278203826658
1,2.42717306699841
0,2.0623931590651
0,1.86389273547936
1,2.12847797091937
1,2.37079356353698
0,1.87343336832159
1,2.19012734122617
1,2.14331122717637
1,2.79525831181841
1,2.60161891848389
1,2.15558203416148
1,2.12837135751514
0,1.74996712893834
1,2.35369300410317
0,1.84666093378222
1,2.72513431858745
1,2.18703743828562
1,2.3777385441468
1,1.798875482877
0,2.17448081588517
1,1.95196510169204
0,2.43394069804455
0,2.28566373051677
1,1.79858977304574
0,2.14482146945379
1,2.12538302755393
0,1.70798070010586
1,2.23461248049096
0,1.91574702885869
0,2.01136232747738
0,2.42516303603969
1,2.17713510951417
0,2.19448562790103
0,2.07930999858384
1,2.97895637220675
1,2.55078968954831
1,2.52759539568638
0,1.86257981982494
1,2.51602131293593
0,2.04629853164526
0,2.32018075687291
0,1.51039773824964
0,2.33194127617974
0,2.23738240697053
1,2.07581356030883
0,2.44905365413623
0,1.85769757991332
1,2.28284094129023
0,2.2930260863091
0,1.66004569126723
0,2.30893097316154
0,2.21572822402964
0,1.80949495305385
0,1.60972790170115
1,2.12855317790753
0,1.864918072236
0,2.25109792000421
1,2.09280791189395
0,1.77709370834517
0,3.11343191704479
0,2.02186560339135
0,1.53760156840255
1,2.56723811780535
1,2.41058153095511
1,2.66928019107133
1,2.33563529819396
1,2.44322913933962
1,2.59118158019
0,2.13954898536323
0,1.86338044150824
1,2.49397965707713
0,2.16886863129323
0,1.60803768654759
1,1.85623345130211
1,2.46923638742805
1,2.1844975947596
0,1.87889294976443
1,2.59873857631738
0,1.58429162568476
1,2.28896956960909
0,1.97965393898326
1,2.73345044565684
1,3.29397447184676
1,2.50487012232309
0,1.99365224066121
0,2.46539116194262
0,2.02072800488905
1,2.63469130628004
1,1.84326124684119
1,2.74732889424079
0,2.2901842215781
1,2.27043039499137
0,1.79043925568805
0,1.9266002933799
0,2.03090189031205
1,1.76286053875965
0,1.60859208911727
1,2.07728908893656
0,1.87974490810666
0,2.22116794030426
1,2.38859233921695
1,2.45244995447184
1,2.40128285843991
1,2.91779815474921
1,2.89604928022673
0,2.01287277383223
1,2.47085898490875
1,2.00962029466914
0,1.44659568483172
0,2.16278399606184
1,2.22736887676414
0,2.05221014103393
0,1.61861180717912
1,2.58586755497208
0,1.84787396489146
0,2.22415261567173
1,2.48166560785953
0,1.44961804154792
1,2.44214200910087
0,1.95650163114404
1,2.06322003507401
0,1.61144096704488
0,1.75584255874395
0,2.21471739324312
0,2.05023404226428
0,2.28903943627568
1,2.19710430255463
0,1.94501836310683
1,2.37073837818674
1,2.64597472082995
1,2.18423880544991
0,2.06769926383835
1,2.78488984928117
0,1.88804623083583
0,1.81471439732809
0,1.79904875358849
0,2.08561774550264
0,2.01438030045038
1,2.64512071375262
1,2.05366348337289
0,2.19225637119976
1,2.11363702207442
1,1.9281587337528
0,1.92634826037355
1,2.63107443348676
1,2.27427138270378
0,1.80495399350946
1,2.11806431607317
1,1.40435367020064
1,1.98587019446604
0,1.56225522542909
0,1.75387213901596
0,1.80806015387944
1,2.04604825413718
0,2.15729011308515
0,2.4216789433654
1,2.00334074406755
0,2.77894174324233
1,1.95755005651215
1,2.48759125230926
0,2.07284125025389
0,1.59601446372615
1,2.11168400794548
0,1.76547443435934
0,1.82169794528073
0,1.95249740628961
1,2.21863999227618
1,2.49481373274566
1,2.2411486605617
0,2.13185612369386
0,1.59854323276337
0,2.06580936698746
1,2.81103593266129
0,1.45204960637731
0,2.18707280506334
0,1.895298993839
1,2.31824850111117
0,1.724060046038
1,2.47879392529984
1,1.98550136499167
1,2.14784890487073
0,1.86944346265365
0,1.67868944632511
1,1.67331105431973
1,2.21915889601958
0,2.04009333578467
0,2.03788651936242
0,1.92299096189887
0,1.8359003182725
1,2.49155510982765
1,2.4979004950187
1,2.45881371655143
0,1.49571869186569
1,1.73359199874276
0,2.02152820452285
1,1.67078593046143
1,1.64930937976868
1,2.47421999246768
1,2.22787592804463
0,2.13662956147265
1,2.17214820315124
0,1.61405001221627
1,2.37261201007034
1,2.21511526590513
1,2.4674568254055
1,2.36087471504691
1,2.43897931437808
0,2.1095962490839
1,1.81241686761346
1,2.37738284338945
1,2.20522124247267
0,2.36153706936801
1,2.32476829142137
0,1.73043445965718
1,2.32647661458555
0,1.67050812920336
0,2.66641066575037
0,1.7312843908788
0,2.45928346587398
1,1.62465462160502
0,1.90539351587295
1,2.35949991057508
1,2.1523386778026
0,2.09153546487148
0,1.58915873765681
1,1.97574856981126
0,1.75707442776827
0,2.14251201856347
1,2.11767940336545
1,1.9555796372905
1,2.1330546047763
0,1.72692841879238
0,2.38104978161544
1,2.32226872869026
0,1.98726913573292
1,2.20618212413147
0,2.11807687366212
0,1.61688439691904
1,2.5754173576136
1,2.4534372792203
1,2.59083963363838
0,1.87268074251867
0,2.08000289156405
0,1.89785194321117
1,3.24637219374227
0,1.33140800663467
0,2.28884652994349
0,1.65811190267969
0,2.45673625510005
1,2.31205268342456
1,2.07849233156399
1,2.4185917774437
0,2.27602292856943
1,2.24826537118876
1,2.52639829474346
0,1.97810952227698
1,2.51735243621534
1,1.91246072126944
0,2.23750459603415
0,2.11542641611855
0,2.47972891390002
1,1.92762792494911
0,1.80316343482991
0,2.38971163383217
1,2.17540317252873
0,2.22630384808968
0,2.04506440933591
1,2.31586039979368
0,2.35804537190988
1,2.39252684179971
0,1.38459390487327
1,2.13671197703839
0,2.16642587464265
0,2.007352164984
0,2.16275947788893
1,2.09241776449677
1,2.79346191615248
0,1.9217005593331
0,1.69085659945407
0,1.90537769619209
1,2.10409116834153
1,1.59367482538283
1,1.54525784948438
0,2.26503415960335
1,2.25050785484121
1,2.51548428884746
1,2.0304124139269
1,2.45540604838873
0,2.63402772641577
1,2.2329165117793
0,2.07374380544183
0,1.40484163502944
1,2.26385322982384
1,2.00653612563795
0,1.87721720248808
1,1.8309801617204
1,2.25398723000169
0,2.16418691230858
0,1.68998198156306
0,2.40897632421227
0,2.06190031617648
0,2.09895307934837
1,2.54475106933908
0,2.39728340116098
1,2.39990797333076
0,1.95247920815862
0,2.20569780919896
0,1.44703949077069
1,2.2412536952737
0,1.62896049705272
0,2.4433184350454
0,1.35186843158669
1,2.17373541780594
1,2.18035119188432
1,2.55946557726583
1,1.82353069710178
0,1.97249504898579
0,1.34251057600483
1,2.30995715367791
0,1.97802135213007
1,1.98300657717199
0,1.99452134693651
1,2.7091865907873
1,2.58212914309984
0,2.08770125181216
0,2.18609724676978
1,2.3790941356387
0,2.12943978554664
0,1.34328220129268
0,1.67679740218127
1,2.63906161375736
1,2.74463262385409
1,2.16201853114066
1,1.92799508779179
1,2.0139425958924
1,2.47673206179321
1,1.63910438318362
1,2.4295384841779
0,1.73373904846709
0,1.96346199783903
1,2.13640551143239
1,2.46312405312163
0,1.93476539803523
1,2.3408724915921
1,1.99227104879604
0,1.98395117831565
0,1.85958477778144
1,2.53635544892424
1,2.7553114137221
0,1.96176645907048
0,2.20951383255681
1,1.89715729257034
1,1.77319923899136
0,2.40934184240032
1,1.85397588098079
0,1.35659232063698
1,2.75569876120535
1,1.79519854015708
0,2.23378122961121
1,1.9818511995479
1,1.76986249106024
1,2.06001278812389
1,2.36275637008672
1,2.16266840271305
0,1.77625658634927
1,1.85366716885066
1,2.01901628797028
1,2.67407282717557
0,1.79867799552902
1,2.63892429384354
0,2.51124576195679
0,1.93732893411979
1,1.71836895044478
1,2.82611912555505
0,2.09142480104941
1,2.9210992764334
1,2.55666270689062
0,1.74914667474392
1,2.32771389637245
0,2.42368691014845
1,3.00621922664153
0,2.07556849787999
0,2.2147767597709
0,1.83385535553936
0,2.05849117293943
0,1.60479687107494
1,2.16557372286404
0,2.28184215198819
0,1.97585081101452
1,2.35567892210191
1,1.78811072808396
1,1.78327625188339
1,2.29316027723633
1,1.9897561085751
0,2.457911249278
0,1.85687568772988
0,1.64096944479213
1,2.64076415035986
0,2.07656663908553
1,2.41392478919095
0,1.86415929719946
1,2.31104585753504
1,2.66908635308522
0,1.98904629864428
0,2.32877329090201
1,1.76421139381441
0,1.67480821420268
1,2.25931018256455
1,2.62299413783372
1,2.05480512229689
0,1.87971554274002
1,1.7185755789329
0,1.94464958539496
1,1.99064073228114
1,2.07096902326361
1,2.68047236435201
0,2.23457222809562
0,1.68169942115685
1,2.50691387853016
0,2.34234708220762
1,2.17456581294664
0,2.00251238363016
0,2.50405554905654
1,2.16214374120506
0,2.27349257876627
1,1.63904996220157
0,1.53050320798754
0,2.12870540911656
1,2.28888962549672
1,2.34853988303711
1,2.26510993131104
0,1.46669574650575
1,2.05848451487541
0,2.3853121578503
1,1.75418806215402
0,1.69241490340812
1,2.39214388820603
0,2.02299419284884
0,1.72040460412684
0,2.13082058310111
1,2.64834887254481
0,2.22688139626881
1,1.80322408607283
0,2.50366574224483
1,1.59459219754232
0,2.19098032284198
1,2.58508677376665
0,2.53341827775223
1,2.43647709274392
0,1.77095499950806
1,2.28123811635687
0,1.8594088637115
1,2.21750410895619
0,2.33659993070866
1,2.65768393591203
1,2.37287513837241
1,2.66750477580786
0,1.98104252499928
1,2.72763464186501
1,3.36292680709181
1,2.54232773976591
1,2.40063444099479
0,1.77271242698996
1,2.36656715328574
0,1.52384793670548
0,2.03428966667477
0,2.02351272859537
1,2.29916100163923
0,1.69058097490192
1,2.27592458266169
0,2.05872167152217
0,2.62085945448588
0,2.66125851902252
1,2.30098586373404
0,2.29218575424485
0,1.79926187375641
0,2.19646551349839
0,2.20826732524473
0,1.60075980266093
1,2.02428841184128
0,1.94185425083229
1,2.42822220590339
1,1.77738457178149
1,1.96078478492886
0,2.26555174220788
0,2.34394962911718
0,2.3178744550593
1,1.8011912012092
0,2.19474114612078
1,2.82207394700755
0,2.46445521560304
0,2.29356358385709
1,2.2265079192506
0,1.90535134515867
0,2.21010679692241
0,2.0986931805611
0,2.45995493089249
0,2.66216009708643
1,1.79815553232136
1,1.95245049425782
1,2.7365004610604
1,2.39864576295247
1,2.01233672642484
0,1.73560062004345
0,2.47458768346078
1,2.34611636984902
0,1.89039974917452
0,1.83911960285188
1,2.14003528904851
1,1.65342123650816
0,2.42626653617871
1,2.17524647366498
0,2.15441974017234
1,2.45442222421417
0,1.76963662839475
1,2.10020517070787
1,2.0601645743359
0,2.15546831784607
1,2.84739900631644
1,2.56652326338678
0,1.47866488624801
0,2.34291830878419
1,2.62063899288672
0,1.84387051069992
1,1.8176294746505
0,2.56211894258034
0,2.13841752582788
0,2.01362567759101
0,2.78579684971162
0,1.92983511840601
0,1.25065830088494
0,2.34522972814079
0,1.22860205632085
0,2.43755516490379
1,1.98536555250021
0,1.48713047307188
1,2.45057142101526
0,2.28100259487439
1,2.44853801480171
0,1.56571962900085
0,1.86839272646217
1,2.76345780322331
0,2.12930896529846
1,3.02951196592298
0,1.63153517652772
0,2.07310121667603
1,2.14907002236041
0,1.61092182267592
0,2.32285939192329
1,1.82957193940372
0,2.42564868445699
1,2.52813302988247
1,2.49544252470513
1,2.3730816212593
0,2.31967297981387
1,1.99631083640215
0,2.06262188099585
0,2.08668395477557
1,2.33397251667048
1,2.51195980596472
1,2.10152678536995
0,1.65514089408692
1,2.37718819327905
0,2.00858986687047
1,2.77893172202222
0,2.05125778866088
0,2.23024140405045
1,3.00536008623088
1,2.75678322144966
0,1.8777641662086
1,2.52182373037209
0,1.91452358264897
1,1.95119181510324
0,1.74946825015206
1,1.70411173029392
1,1.66564578573197
0,1.54533083669296
0,2.21964247256271
1,2.30488101727053
0,2.37143137307555
1,2.2925539361635
0,2.03533715983701
1,2.65737310361206
1,2.20046071794249
0,2.24397080398383
1,2.2048708248665
1,2.24995789142049
1,2.53334597761194
1,2.3659091123544
0,1.63346762254375
1,1.82440222772124
0,1.68498668000913
1,2.05635715439666
1,2.81157237727064
0,2.18036270606549
0,2.36932583819293
0,1.60814805622745
0,1.72474875475749
0,1.91714450432513
1,2.19568043488825
0,2.09682554502607
0,2.31238492230587
1,2.0892352418229
0,1.97989413434136
0,1.89849064071781
0,1.74706688124578
0,2.76969690989434
0,1.95138518157223
1,2.51219630103853
1,2.31711110250382
1,1.92365379312634
0,1.74719400471156
0,1.68553918759988
1,1.66640327561619
0,2.6707728026776
1,2.24337258779563
0,1.93332547809851
0,2.20672983128477
0,2.09930094926876
1,2.68865843648378
0,2.59596171689441
0,1.76280990529167
0,1.83482317447654
0,1.5096943648686
1,2.60912915486505
1,2.18013763440182
1,2.33788374409472
1,2.52103135010752
0,2.5441864279032
1,3.53011917579244
1,3.18732098260742
0,1.61475767106732
1,2.17468213007317
1,2.24831504569906
1,2.32516146213543
0,1.79544126532282
1,2.59598050255616
1,2.10084602194699
1,2.12461853853393
1,2.53987151540409
1,2.56674308806211
1,2.18437808356638
1,2.68372531848271
0,2.37544908235106
0,2.4742812067666
0,2.61084921354237
1,1.81290635441562
0,2.11387040966724
1,2.2334896839203
0,2.06583758994784
0,1.70281975246441
0,1.29668854991193
0,2.05148982301928
1,1.69585057871026
1,2.81229427243115
1,2.52804437729225
0,2.84564424159978
0,2.28947046124235
0,1.94042055863815
1,2.71993743586417
1,2.66998932216585
0,1.9418320415141
0,1.31162835688364
0,2.22042759040128
1,2.3392697782258
0,2.282042211458
0,2.33794643560206
1,2.33715377979253
1,2.45723141556303
1,2.67357451579686
1,2.47139661748158
0,1.81492510097261
1,2.60564036237036
0,2.02373045975433
0,1.77920633455318
0,2.01878401077794
0,1.9019314454981
0,1.22845608766536
1,1.8499038920826
0,1.66788874602322
0,1.81240794568204
1,2.10698590863074
1,2.43315704541507
1,2.40230478216696
1,2.83097649111914
1,2.20535939104001
1,2.15557177652035
0,1.87697440534673
0,2.09028461575188
0,2.2504179966281
0,1.37214117300166
0,2.28850643065627
0,2.09187332508899
0,1.31757157128312
0,2.12419811959115
1,2.63498054157933
0,2.0197735956877
0,2.09084224741336
1,1.84027836971971
0,1.9461878356266
0,1.59382074369755
1,2.3876627778482
0,2.33986445758336
1,2.27194756333097
1,2.11254726754441
1,2.29920958259981
1,2.89959803648152
0,2.52829453317525
1,2.54863527722206
0,1.97835950397954
0,1.8644793670687
1,2.5087223499985
1,2.24327897272061
1,2.38199627721897
1,2.37725367387135
1,1.73328721676571
0,1.58038114893359
0,1.94182957108945
0,2.323411381861
1,2.23462293253925
1,2.3557053065479
1,2.22721116723658
1,2.40025990079344
1,2.09552917215908
0,2.27325470595588
1,2.28017521797739
0,1.91896456401712
1,1.86223479577056
0,2.1109320978409
0,1.55461579190806
1,2.19817275178299
1,2.51977590834438
1,1.66709336855286
0,1.87418002683856
0,1.75953113025026
0,1.72209638092154
1,2.11849278777005
1,2.75285795226543
0,2.11122491900795
0,1.68720471226296
0,2.04014673554813
1,1.91600078143424
1,2.17945860292385
1,1.71408770485125
0,1.49866929044357
0,1.78088319033665
1,2.28208802439418
1,2.53020120054283
1,2.35307641185415
1,1.90116751150421
0,1.94307438321775
0,1.96826849537169
0,1.92604630001008
0,2.25176504783595
1,1.56983116919492
0,2.52446713084985
1,3.28967808187273
0,2.24312593488952
1,2.42111727454557
0,2.00598597282029
0,2.08327613364131
1,1.73465429206809
0,2.32251107673547
1,2.40161429976477
1,2.83870494956111
1,2.66292399737996
1,2.22858824577675
1,2.32297989291442
0,1.71293115981139
0,2.07795685311958
0,2.02430686350686
1,2.73964491351332
1,2.84586610909957
1,2.42455065820346
1,2.2532398140653
0,1.82928743882106
0,1.71171505970554
1,3.04040089681313
1,2.63803170576046
0,2.19673144195786
1,2.24234935883161
0,2.0487424880074
0,1.83566788039072
1,2.74448818605365
1,2.3538044585092
1,1.90501790631528
0,1.80189409652363
0,1.65450497926159
0,2.21235400602394
1,2.76765959022641
1,1.9468053103163
0,2.11867700283551
1,2.63891729977424
1,2.32695008140838
0,2.02365207986054
0,2.43009169102349
0,1.29484811263213
1,2.50275631380094
1,2.2569430107206
0,2.06685825940714
0,1.81161158794021
1,2.03386962029694
0,2.39138471645449
1,1.73400641163061
0,2.35160002788727
1,2.39024133015275
0,2.1919681229241
1,2.34629015227208
1,1.74883005513179
0,2.18171138546618
0,2.25011532589089
1,2.05317860206188
1,2.71792593616284
0,1.51372429868028
1,2.69419643429599
0,2.4049347912067
0,1.78793035461712
0,1.61059336546968
0,2.31100279038392
1,1.90076233603965
1,2.13959121049989
0,2.2456584920784
0,1.81161843622367
0,2.47248817325022
1,1.96868819709858
0,1.8261999762613
1,2.61261410998363
1,2.33586639819747
1,1.88952850273196
0,1.83269268434616
0,2.7415395076008
1,2.05814229126239
0,1.79888650778357
0,2.09135306824459
1,2.24201277399894
1,2.10762873724795
1,2.2131226501949
1,2.35334620969882
0,2.06029773158324
0,1.98374809432974
1,2.21442458754791
0,2.28477545197897
1,1.84327726557284
0,2.0746894470975
0,1.81908891446863
0,2.46546220607208
0,1.74268350993097
0,1.58693693281838
1,1.82670288950597
1,2.33370871353962
0,2.08311600150851
0,1.65685792911808
1,2.24256525332572
0,1.63544058803564
1,1.76131897133259
1,2.14002690015348
1,2.41051042044423
1,2.28894330077417
1,1.57544082573679
1,2.30219278209843
1,2.26593195474805
1,2.14396794210956
1,2.68645576398201
1,2.59237107759685
0,1.96942579863917
0,2.35060803574977
1,2.55668530622583
1,2.09416384242482
0,2.12720361004589
1,2.54093046333611
1,1.67314758139856
1,2.54973324114222
1,2.29696679542487
0,2.12733574335755
1,1.59122475039227
0,1.52055552075825
0,2.07797092083704
1,2.70235724585699
1,2.4476743199744
0,1.8171095296306
1,2.105269298563
1,2.5629159505435
1,2.2420848753043
1,2.25824454368064
1,2.342939683126
0,1.82001591653114
1,2.01653182953451
1,3.01699405645664
1,2.64520571947563
1,2.33228055716897
0,2.35373961167467
0,2.19842040808573
1,2.29414446152112
1,1.50505694722029
1,2.52382753921432
1,2.11514152355172
1,2.18775153757003
0,2.32415673597808
1,2.02563915917074
1,1.6241936366448
1,1.40370745861817
0,1.94363363640322
1,2.36379462313379
1,2.04351985089584
1,2.1998685026229
1,1.89834474138841
1,2.26826566720783
0,2.13133009099693
1,2.26185939133361
1,2.56486600269012
1,2.5794870414213
1,2.19711099665799
1,2.75923269956996
1,2.2284305090613
1,1.60378230722878
0,1.84353689470731
0,1.99958284655204
0,2.2598945859957
1,2.02748829221248
0,2.06529331927338
1,2.04069227706661
1,1.60916287750027
0,2.63509824564007
1,1.78673327918613
0,2.30435313977047
0,1.93939299437721
1,2.18322697239436
1,2.01132890291053
0,2.43259298992412
1,2.37323836242552
1,2.27094268973477
0,1.76858139033246
1,2.36684814355657
0,2.16241646571249
0,1.63920165530134
1,2.51236528837029
1,2.13846160767539
0,1.74828457490645
0,1.84808537987274
1,2.51643061123775
1,2.32177303220539
0,1.5820441112567
1,2.1544524621425
1,1.86274916325916
1,2.13314462724468
1,1.92165479244139
1,2.44950012667387
1,2.74155718829602
1,2.2553695072125
1,2.46144960766764
1,2.52450051113044
1,2.14321115510563
0,2.57529240035098
0,2.18777122788198
1,1.84839533291718
0,1.66512048214235
0,1.98798468791243
0,2.11028875244632
0,1.69132086167933
0,1.9495112991284
1,2.06731979698251
1,2.82077175855761
1,1.57372985028312
1,2.90891671987
1,2.41301778848401
0,2.13224269128651
1,1.99264721129219
1,2.92938481584175
0,2.6336562721125
0,2.70505460835449
0,2.68162515713135
0,1.53895742929998
1,2.49880469199588
1,1.90772886617361
1,2.39194448781966
0,2.02958303442856
0,2.50997446081523
0,2.28057732126693
1,2.14590674787126
0,1.99940188424924
0,1.7984201065594
0,1.81766580057067
0,1.72314774414384
1,2.4385015787097
0,2.47094681000673
1,1.88996422368796
0,2.2777050885895
1,2.57375677761419
0,1.42725322609828
0,1.85525602930521
0,1.99173061054835
1,2.37134650165552
1,2.53207200020015
1,2.20589204048553
1,2.15387174507556
1,2.81829732765086
0,2.27739785415747
1,2.28984769198499
1,1.64498177484446
1,2.42488059803396
1,2.50031301612512
0,1.78111836006479
1,1.94586029233355
0,2.79204731904264
1,2.20827172408004
1,2.29072136735623
1,2.33560684047739
0,2.08020384891621
0,2.02836336255903
1,1.88785233490388
0,1.92672476476571
0,1.62062412950722
1,2.49188912594401
1,2.37228788935645
0,1.95862974992001
1,1.75853393195773
1,2.21340229404689
1,2.6416317170447
0,2.24551448646512
0,1.58107831229906
0,1.27986573703918
0,1.67299785545785
0,2.13044428438598
1,2.32813394913616
0,2.15934963811647
0,2.4182641081705
1,2.83648154636516
1,2.06738231162914
0,2.20403037199099
0,2.12742333805142
1,2.3310584637817
0,1.99934940846275
0,2.18672024985417
0,2.00527534862529
0,2.63300429464014
0,2.15516562803093
1,2.01251235068184
0,1.57067158323899
0,1.84128663890305
0,2.16875571828271
0,1.85972421310943
0,2.12412739046183
0,1.80656308886422
1,2.56986216511924
0,1.90967083091433
0,1.96784299192274
0,2.2613735672235
1,1.1420106545067
1,1.94016839823539
1,1.98965142040878
0,1.98800353420076
0,2.08778927209435
0,2.129377366816
1,2.44557172985495
0,2.12111530740184
0,1.58322960050103
0,1.538809387567
0,1.93613493118905
0,1.98778084470674
0,2.34162654464213
1,2.12295032086255
1,1.9927704545955
1,2.23010979655446
1,2.29607343085667
1,2.39122126640143
0,2.55058774042618
0,1.51217354010779
1,2.45269891894055
0,2.10438119306131
0,2.24446175736403
0,1.46052903293171
1,1.35345544618177
1,1.90848682819093
0,1.8435055829925
1,1.9798667682308
0,2.03004342951355
1,2.01636297081599
0,1.76940895899407
1,2.90986987816024
1,1.83887250240596
0,1.75012401962587
1,2.56550729593646
1,2.57295194238449
0,1.93150842412718
1,2.65055346454863
1,2.72273755762043
1,2.35176190603334
0,2.09402254126508
0,1.88169200927986
1,2.2291910506469
1,1.7379346621581
0,2.29637041566372
0,2.64388864702235
1,2.4879379690371
1,2.18230254893168
0,1.61585557360053
0,1.68481401895587
1,2.33661536199889
0,1.9921749935675
1,2.03546099923602
1,3.27202113460401
0,1.9922100739628
1,2.50159367621356
1,2.24732967814185
1,2.17657335005937
0,2.28260681793922
0,1.76387926193282
0,2.12414005204635
1,2.01549469989108
1,1.4429560504967
0,2.20210175045384
0,2.72678484737374
0,2.23371104447217
1,2.67920413556292
1,2.30119649120031
0,1.7394757529518
1,2.98308170820643
1,2.04650892070816
0,2.02587866500476
1,1.845372995341
1,2.31897432438244
0,2.11621757794571
0,2.32213950015823
0,2.2100258489252
0,1.45385665291974
1,2.63755477185608
1,2.14062778654098
1,2.83892375030689
1,2.09007564765489
0,2.30817926792283
0,2.1019249987515
1,2.70453471112793
1,2.13954312010278
1,2.6621645768478
0,2.43895424971767
1,2.84244917975181
0,1.78572486850679
0,1.73126402393802
1,2.33655597626772
1,2.18302223184818
0,1.73390836788507
0,2.10971963449269
1,2.50443149717167
0,1.61102979967534
1,2.48003860203912
0,2.35558787982788
0,1.82477661426833
0,1.87032168114029
1,1.94516396949887
0,2.41142255090292
0,1.98520435580034
1,2.28505324793764
0,2.09256594806876
0,1.9853091157962
1,2.16009366034778
1,2.27036206688394
0,2.58327505888519
1,1.95495022706218
0,1.72725600390492
0,2.41621733124769
0,1.71156980972565
0,2.09285349740092
1,2.43947765682533
1,1.77818791890679
1,2.31020926929286
1,2.18211670232789
0,1.94378324994291
1,2.81375318966429
0,2.25519047101813
0,1.79976411621764
1,2.91211035603222
1,2.48693493058539
1,2.75003943182347
1,2.85305031163077
0,2.47395691932046
0,1.81141249634114
0,2.20503094451387
1,2.49338668232893
0,2.22769209841679
1,2.68224144664406
0,1.8596408329639
1,2.170655573497
0,2.00520949150926
0,3.19337442375228
1,2.37482325610493
1,2.70904102211169
0,1.52219259888421
0,1.59197145404103
0,2.07321984737958
0,2.05613384609725
0,2.18884647545105
0,1.62583231122964
1,2.54285042563663
1,2.02861280447886
1,2.43516223274868
